0.12-0.008,0.12-0.0084,0.12-0.0089,0.12-0.0093,0.12-0.0097,0.12-0.0102,0.12-0.0106,0.12-0.011,0.12-0.0115,0.12-0.0119,0.12-0.0123,0.12-0.0128,0.12-0.0132,0.12-0.0136,0.12-0.0141,0.12-0.0145,0.12-0.0149,0.12-0.0154,0.12-0.0158,0.12-0.0162,0.12-0.0167,0.12-0.0171,0.12-0.0175,0.12-0.018,0.12-0.0184,0.12-0.0188,0.12-0.0193,0.12-0.0197,0.12-0.0201,0.12-0.0206,0.12-0.021
-64.08510039480697,-64.09981882259353,-64.11451514870018,-64.12918941237655,-64.14384165279033,-64.15847190902747,-64.17308022009222,-64.1876666249076,-64.20223116231551,-64.21677387107668,-64.23129478987131,-64.24579395729899,-64.26027141187889,-64.2747271920501,-64.28916133617176,-64.30357388252325,-64.31796486930446,-64.33233433463582,-64.34668231655876,-64.36100885303556,-64.37531398194997,-64.38959774110701,-64.40386016823348,-64.41810130097788,-64.43232117691078,-64.446519833525,-64.46069730823578,-64.4748536383809,-64.48898886122109,-64.50310301393986,-64.51719613364403
-64.03318204758187,-64.04878305617255,-64.06435911710444,-64.07991027767002,-64.09543658505616,-64.11093808634456,-64.12641482851178,-64.14186685842978,-64.15729422286616,-64.17269696848412,-64.18807514184329,-64.20342878939954,-64.21875795750549,-64.23406269241067,-64.24934304026195,-64.26459904710363,-64.27983075887789,-64.29503822142485,-64.31022148048314,-64.3253805816898,-64.34051557058093,-64.35562649259165,-64.37071339305666,-64.38577631721016,-64.40081531018637,-64.41583041701979,-64.43082168264534,-64.44578915189872,-64.46073286951669,-64.47565288013716,-64.49054922829966
-63.98240982854523,-63.99888010576782,-64.01532243610973,-64.03173687593686,-64.04812348148108,-64.06448230884082,-64.08081341398106,-64.09711685273406,-64.11339268079975,-64.12964095374568,-64.14586172700798,-64.16205505589134,-64.1782209955695,-64.19435960108564,-64.21047092735274,-64.22655502915397,-64.24261196114307,-64.25864177784456,-64.27464453365444,-64.29062028284012,-64.30656907954123,-64.32249097776965,-64.3383860314101,-64.35425429422028,-64.37009581983136,-64.38591066174844,-64.40169887335067,-64.41746050789179,-64.43319561850046,-64.44890425818049,-64.46458647981129
-63.932705179013794,-63.950034647786666,-63.96733105549326,-63.98459628744061,-64.00183055290856,-64.01903391810318,-64.03620644906336,-64.05334821166176,-64.07045927160519,-64.08753969443478,-64.10458954552703,-64.12160889009394,-64.13859779318358,-64.15555631968061,-64.17248453430689,-64.18938250162172,-64.20625028602264,-64.22308795174558,-64.2398955628657,-64.25667318329752,-64.27342087679575,-64.29013870695553,-64.30682673721306,-64.3234850308459,-64.34011365097359,-64.35671266055819,-64.37328212240453,-64.3898220991609,-64.40633265331941,-64.42281384721643,-64.43926574303312
-63.88399257327759,-63.90217205538664,-63.920313452458856,-63.93842024439233,-63.95649254166224,-63.97452869054437,-63.99253074411565,-64.01049877944075,-64.02843287337892,-64.04633310258426,-64.06419954350694,-64.08203227239358,-64.09983136528781,-64.1175968980311,-64.13532894626339,-64.15302758542362,-64.17069289075057,-64.18832493728323,-64.20592379986171,-64.22348955312766,-64.2410222715251,-64.25852202930089,-64.2759889005055,-64.29342295899346,-64.31082427842409,-64.32819293226221,-64.3455289937786,-64.36283253605066,-64.38010363196314,-64.39734235420855,-64.41454877528788
-63.83620354846709,-63.85522469754645,-63.87420279514954,-63.8931427095051,-63.91204446788118,-63.93090492527642,-63.94972786533914,-63.96851202866651,-63.987257903664336,-64.00596654044143,-64.02463802772735,-64.04327245400205,-64.06186990749686,-64.08043047619532,-64.09895424783411,-64.1174413099037,-64.13589174964943,-64.15430565407202,-64.1726831099287,-64.19102420373385,-64.2093290217599,-64.22759765003812,-64.2458301743595,-64.26402668027536,-64.28218725309836,-64.30031197790325,-64.31840093952763,-64.33645422257277,-64.35447191140442,-64.37245409015351,-64.39040084271706
-63.78927599389991,-63.8091312335886,-63.828938483599956,-63.848703819041035,-63.868427197955846,-63.888104185601335,-63.90774007053582,-63.92733243590845,-63.94688213181036,-63.966390287248224,-63.985856140540754,-64.00528144002595,-64.02466628738841,-64.04401078401183,-64.06331503098014,-64.08257912907838,-64.10180317879407,-64.12098728031788,-64.140131533545,-64.15923603807607,-64.17830089321825,-64.19732619798621,-64.21631205110333,-64.23525855100246,-64.25416579582712,-64.2730338834326,-64.29186291138683,-64.31065297697141,-64.32940417718274,-64.34811660873282,-64.36679036805049
-63.743153515868805,-63.763835982773365,-63.784465523728855,-63.80504926119179,-63.82558709655685,-63.84607348296564,-63.866515015434416,-63.886908277510436,-63.90725443722848,-63.92755469457147,-63.94780755434964,-63.96801552536844,-63.9881775878473,-64.00829569192874,-64.02836995336904,-64.04840048756458,-64.06838740955347,-64.08833083401649,-64.10823087527876,-64.12808764731095,-64.14790126373059,-64.1676718378034,-64.18739948244466,-64.2070843102204,-64.22672643334869,-64.24632596370114,-64.26588301280397,-64.28539769183936,-64.30487011164676,-64.32430038272409,-64.34368861522904
-63.697784869131496,-63.719288360249394,-63.740733967395684,-63.7621297202312,-63.78347547484957,-63.804764728817986,-63.82600520920277,-63.84719263912475,-63.86832846624976,-63.889413954824484,-63.91044697920878,-63.931430709841486,-63.95236315915792,-63.97324680757756,-63.99408134176739,-64.01486843082756,-64.03560820573051,-64.05630079702166,-64.07694633482146,-64.09754494882688,-64.11809676831311,-64.13860192213518,-64.15906053872969,-64.17947274611629,-64.19983867189936,-64.22015844326974,-64.24043218700622,-64.26066002947714,-64.28084209664203,-64.30097851405318,-64.32106940685722
-63.653123447544445,-63.675442371825355,-63.69769841099995,-63.7199003789331,-63.74204809670009,-63.764134244237155,-63.78616752750785,-63.808142931916116,-63.830062151266326,-63.851926508444336,-63.87373333822538,-63.895486385981236,-63.91718283176215,-63.938825617743,-63.96041406390321,-63.98194925501928,-64.00343251964328,-64.02486477740074,-64.04624617564853,-64.06757686124102,-64.08885698053204,-64.11008667937699,-64.13126610313496,-64.15239539667058,-64.1734747043561,-64.1945041700735,-64.21548393721639,-64.23641414869194,-64.25729494692298,-64.27812647384988,-64.29890887093255
-63.60912682726753,-63.632256161010105,-63.65531754608491,-63.678320472729844,-63.701264736361345,-63.724142320825244,-63.74696277662396,-63.76972045963285,-63.792417280584424,-63.81505461635994,-63.837629342278525,-63.860145702679,-63.882600164516745,-63.90499607171691,-63.927332432633044,-63.94960982880819,-63.97183018302913,-63.99399320602316,-64.01610142731892,-64.03815501243601,-64.06015412630381,-64.08209893326394,-64.10398959707287,-64.12582628090425,-64.14760914735146,-64.16933835843018,-64.19101407558072,-64.21263645967048,-64.2342056709964,-64.25572186928736,-64.27718521370662
-63.56575635679508,-63.58969160259582,-63.613553756233706,-63.637352889913174,-63.66108878195425,-63.68475282718751,-63.70835530291794,-63.731890030875924,-63.75535911331848,-63.778763977364555,-63.80210110955154,-63.82537518671889,-63.848582067824054,-63.87172544608009,-63.89480406682849,-63.91781807995668,-63.94076992674008,-63.963658276078185,-63.98648561787632,-64.00925347715804,-64.03196282671205,-64.05461385092873,-64.07720673351245,-64.09974165748442,-64.12221880518574,-64.14463835828064,-64.16700049775928,-64.18930540394068,-64.2115532564759,-64.23374423435075,-64.25587851588894
-63.52297678877029,-63.54771393775895,-63.57237275524622,-63.5969638128791,-63.62148687975856,-63.64593285602145,-63.67031264274174,-63.694619611600245,-63.718856034361174,-63.743023385425865,-63.76711782490218,-63.791144404072384,-63.81509846648957,-63.83898400887448,-63.86279955650806,-63.88654489083146,-63.91022290524663,-63.93383137392282,-63.957372754982735,-63.98084854108558,-64.00425986680351,-64.02760871644337,-64.05089529528524,-64.07411980781256,-64.09728245771582,-64.12038344789643,-64.14342298047013,-64.16640125677064,-64.18931847735338,-64.21217484199889,-64.2349705497165
-63.48075594913898,-63.506291446251915,-63.5317432621827,-63.55712239601601,-63.582428614925504,-63.60765240743548,-63.632805208361425,-63.65788001348217,-63.6828792450662,-63.70780442257033,-63.7326514347025,-63.75742565657452,-63.78212199791667,-63.80674471909857,-63.83129216332189,-63.85576379943055,-63.88016291490284,-63.904486518682084,-63.92873704428009,-63.952915960906346,-63.97702398765853,-64.00106272718783,-64.02503493576754,-64.04894084103573,-64.07278066971043,-64.09655464759409,-64.12026299957786,-64.14390594964594,-64.16748372088001,-64.19099653546346,-64.21444461468569
-63.43906443971302,-63.46539515177196,-63.49163670937357,-63.51780047634828,-63.543886224737115,-63.56988410463101,-63.59580600606532,-63.62164461430211,-63.64740248579648,-63.67308118349679,-63.698676373301005,-63.724193710129384,-63.74962774177613,-63.77498295764932,-63.800257552492695,-63.825450731930474,-63.850566126830806,-63.87560009492037,-63.900555051713276,-63.92543245104632,-63.95023265842816,-63.9749568106779,-63.99960699961469,-64.0241865186999,-64.04869561943508,-64.07313455226425,-64.09750356657901,-64.12180291072379,-64.14603283200115,-64.17019357667682,-64.19428538998496
-63.39787537065882,-63.42499855703784,-63.4520269799386,-63.478972313491155,-63.505834340980435,-63.53260293852535,-63.559290383038245,-63.585889106935966,-63.61240178693652,-63.63883002852114,-63.66516931770834,-63.691425551044276,-63.71759297774253,-63.74367628629227,-63.769673552778904,-63.79558376329732,-63.82141084794331,-63.84715061359268,-63.87280546391108,-63.89837684473417,-63.92386482259,-63.94927013707921,-63.9745943094718,-63.999840097010406,-64.02501094447153,-64.05010718076022,-64.07512908156998,-64.10007692139031,-64.12495097351292,-64.14975151003776,-64.17447880187929
-63.35716411981286,-63.38507740549096,-63.41289017174437,-63.44061435585824,-63.46824975838996,-63.49578603827814,-63.52323579997381,-63.550591273934565,-63.577855245353874,-63.605029361841424,-63.63210896749719,-63.659100167482535,-63.68599696828294,-63.71280423163756,-63.73951994142625,-63.76614290290996,-63.79267730703125,-63.8191184981713,-63.84546887391411,-63.871729878874184,-63.89790132882166,-63.923983626664665,-63.94997780586847,-63.975886163680336,-64.00171160298966,-64.02745784040029,-64.05312520098808,-64.07871398724842,-64.104224500305,-64.129657039917,-64.15501190448659
-63.3169081160645,-63.345609466874976,-63.37420438506603,-63.40270503039919,-63.43111122644784,-63.45941246502008,-63.487621626733144,-63.515730785007335,-63.54374282363217,-63.57165943245087,-63.599475847245984,-63.62719835336572,-63.65482076382594,-63.68234809144483,-63.70977825142189,-63.73710990249562,-63.76434746319815,-63.79148589320545,-63.81852758947436,-63.84547400168494,-63.87232473747109,-63.89907991647529,-63.92574015729841,-63.95230736440967,-63.97878374887949,-64.00517300502395,-64.03147871859852,-64.05770122204223,-64.08384084622897,-64.10989792047609,-64.13587277255307
-63.27708664434289,-63.30657434424394,-63.335949531514736,-63.365224553440854,-63.3943992621262,-63.42346302637777,-63.45242895865325,-63.481289015020906,-63.510046169693126,-63.53870215532173,-63.56725212915259,-63.59570253235327,-63.624047027937955,-63.6522907608807,-63.6804315986684,-63.70846808398438,-63.73640483423459,-63.76423649288622,-63.791965461471705,-63.81959320061514,-63.84711914752548,-63.87454318577761,-63.901865583437846,-63.92908791151354,-63.9562117886465,-63.98324020520716,-64.01017745836234,-64.03702674318289,-64.06378842228727,-64.09046285652431,-64.11705040498352
-63.2376806700064,-63.26795330021005,-63.29810716205301,-63.32815476046472,-63.358095981415545,-63.38792010964764,-63.41764045136714,-63.44724888038274,-63.4767484546843,-63.50614095074266,-63.53542147370454,-63.56459659978901,-63.5936598803965,-63.62261657661676,-63.65146452696117,-63.68020218515765,-63.70883434279634,-63.73735538746417,-63.76576773027245,-63.79407284833311,-63.822270041839474,-63.85035900003413,-63.87833969721895,-63.9062134233254,-63.93398129211157,-63.96164569044939,-63.98921017796397,-64.01667957768149,-64.04405652497542,-64.0713414142745,-64.09853463801423
-63.198672680664686,-63.22972910047261,-63.26066031215002,-63.29147895288356,-63.3221849477124,-63.3527675317011,-63.383240172226856,-63.413594691908614,-63.44383422723839,-63.47396059992149,-63.503968886521726,-63.53386578073391,-63.56364475628066,-63.593311176887596,-63.622862868885825,-63.65229822120113,-63.68162217848824,-63.71082892560816,-63.73992088810006,-63.76889956483665,-63.797764148638755,-63.82651417136399,-63.85514936368536,-63.8836707807679,-63.9120791086266,-63.94037621911224,-63.968565039073425,-63.996649577420456,-64.02463525373363,-64.05252394097785,-64.08031606703433
-63.16004654366817,-63.19188587287451,-63.22359336233332,-63.25518176008352,-63.28665103534253,-63.31799040390577,-63.34921346662285,-63.38031202247505,-63.411289282411914,-63.44214711516722,-63.47288058969023,-63.50349650240737,-63.533988279402905,-63.564361375833606,-63.5946136209586,-63.62474336048046,-63.65475567416532,-63.68464459100604,-63.714412555703625,-63.74406109394889,-63.77358931753933,-63.80299663370121,-63.8322825737947,-63.86144799920207,-63.89049323619988,-63.91941971958483,-63.948229835690206,-63.97692689446821,-64.00551543657357,-64.03400149252616,-64.06238597616567
-63.121787377682836,-63.15440898041443,-63.18689191257455,-63.21924901517898,-63.25148030667641,-63.28357501052771,-63.315546837673004,-63.34738758793725,-63.37910054379054,-63.410687623144725,-63.44214390608524,-63.47347627953923,-63.504678148586635,-63.535755050633675,-63.56670483151417,-63.59752581304079,-63.62822319494723,-63.65879089169468,-63.68923137179898,-63.71954619265879,-63.749734408519544,-63.77979533105968,-63.80972833154093,-63.83953411388125,-63.869212704603925,-63.89876517019214,-63.92819343774817,-63.95750021963201,-63.98668856304348,-64.0157657682048,-64.04473627480535
-63.083881436930504,-63.117284906805004,-63.15054266910854,-63.183667643088405,-63.21665990145407,-63.24950869923977,-63.28222783791428,-63.31480913995262,-63.34725595740778,-63.37957025985476,-63.41174715534049,-63.44379361129394,-63.475703035453584,-63.50748104009363,-63.53912550000671,-63.57063473049369,-63.60201403860568,-63.63325726077199,-63.66436689392495,-63.69534453193492,-63.726189192455415,-63.75690011749179,-63.787476552952675,-63.81791907752606,-63.84822747093077,-63.87840249198003,-63.908445680195115,-63.93835923960301,-63.96814493509639,-63.997809051865715,-64.0273594404181
-63.0463160068204,-63.08050115331176,-63.11453334242901,-63.14842555968294,-63.182177937079665,-63.21577978250372,-63.24924497177225,-63.28256536949215,-63.31574439626532,-63.34878407613337,-63.38167956026311,-63.41443788857024,-63.44705249252717,-63.479529053498325,-63.51186548653256,-63.54406011609857,-63.57611834612925,-63.608033967289764,-63.63980950950507,-63.6714466077916,-63.7029442619831,-63.734301667484374,-63.76551797568455,-63.79659366870349,-63.82752832623374,-63.858322452959065,-63.88897726401628,-63.91949453373302,-63.94987493021112,-63.98012386446654,-64.01024846694052
-63.00907930982739,-63.044046145737155,-63.07885255533329,-63.11351158088815,-63.148023418773796,-63.18237744872154,-63.216587607710906,-63.25064581994821,-63.28455557436994,-63.3183189525913,-63.35193116261908,-63.38539931060548,-63.418716870584056,-63.451889588661885,-63.484915430510114,-63.5177927439733,-63.550527021398295,-63.58311203625574,-63.61555035603644,-63.64784366151938,-63.679990951587634,-63.711991395674005,-63.74384407806112,-63.775549409840295,-63.80710681204776,-63.838516582550305,-63.86977966788199,-63.900897481981396,-63.931869759142565,-63.96270116014606,-63.99339681822563
-62.97216042058891,-63.00790915052964,-63.04348976000326,-63.078915340733595,-63.11418615858601,-63.14929168216464,-63.18424589907844,-63.21904080886091,-63.25367996931455,-63.288165523026215,-63.322492747326784,-63.356668809926404,-63.3906872442988,-63.42455385822325,-63.45826667756534,-63.49182408648222,-63.525231659016974,-63.55848317678851,-63.59158124944355,-63.62452760810994,-63.65732126593717,-63.68996138488627,-63.7224470065586,-63.75477849383063,-63.7869551457156,-63.818977095117866,-63.85084506924952,-63.8825601827923,-63.91412137941036,-63.94553267873544,-63.97679749602077
-62.93554454611905,-62.972080199101306,-63.00843516321333,-63.04462721744798,-63.08065670237183,-63.11651319079209,-63.15221071276611,-63.187741357385725,-63.22310875253184,-63.25831510544144,-63.293355774196534,-63.32823798478839,-63.362955345326554,-63.39751372333451,-63.43191121377181,-63.46614624895081,-63.50022447945083,-63.5341397175711,-63.56789461973857,-63.601490972010204,-63.634927815588334,-63.668204321612315,-63.70131951082105,-63.734273718312885,-63.76706615356631,-63.799696821597934,-63.8321662738818,-63.86447537980425,-63.89662241817493,-63.92861086352596,-63.960442658323565
-62.89921665523081,-62.93654535252937,-62.97367965884852,-63.01063826678952,-63.047426263930696,-63.08403334115972,-63.120473564888215,-63.15673912671599,-63.19283372643904,-63.228759639894484,-63.264512316443785,-63.30009903833449,-63.33551350205843,-63.370761633979114,-63.40584160648419,-63.44075191094622,-63.47549827070887,-63.51007454884019,-63.544483453221225,-63.57872682943348,-63.61280375928287,-63.646713438132196,-63.680454885406256,-63.71402842679234,-63.74743321109819,-63.78066914834447,-63.81373665286193,-63.84663639641829,-63.879366103457606,-63.91192878801962,-63.94432513505821
-62.86316304408755,-62.901290560845986,-62.93921035883315,-62.976940161883626,-63.01448666558274,-63.05184409970381,-63.08902656277227,-63.12602636075452,-63.16284726777295,-63.19949163247919,-63.23595500528374,-63.27224472378595,-63.30835458536409,-63.344290575236926,-63.38005095108381,-63.41563427344318,-63.4510463358897,-63.48628107022912,-63.521341240533644,-63.55622875653835,-63.590942752139775,-63.62548246058023,-63.659846917544385,-63.694036455876265,-63.72805018941155,-63.76188796240939,-63.79555008628553,-63.82903707736088,-63.862346202780074,-63.895480090658346,-63.9284383574154
-62.827371197642414,-62.86630301995291,-62.90501408165032,-62.94352127051375,-62.981830284536365,-63.019937979756364,-63.057862352621605,-63.09559583440119,-63.13314227648674,-63.170504104817184,-63.207676979986864,-63.24466829504722,-63.28147195970742,-63.3180940188846,-63.35453282302668,-63.390787011266475,-63.42686244598312,-63.46275314385516,-63.498461929958104,-63.53399078285973,-63.569338899121874,-63.604505562323666,-63.63948984027007,-63.67429208796842,-63.708911407219745,-63.743347602561464,-63.777600912904205,-63.811671736474715,-63.84555696840331,-63.87925891664243,-63.912776294948735
-62.791829666173136,-62.83157104110851,-62.8710788209627,-62.91036917543889,-62.949446952338846,-62.98830799371444,-63.026974072277575,-63.06544080688836,-63.10371212964446,-63.14179054849877,-63.17967184283904,-63.21736346217247,-63.25485943908529,-63.29216587978355,-63.32928123464798,-63.36620423026511,-63.402940797382854,-63.43948505210586,-63.47583988541095,-63.51200734944211,-63.547986713222315,-63.58377732209365,-63.61937829035789,-63.65479000884068,-63.69001158784037,-63.725042815424935,-63.759883885073755,-63.79453511005636,-63.828993088438615,-63.863259866050235,-63.897333399557226
-62.75652795523009,-62.79708393469074,-62.837393622005706,-62.87747257385096,-62.917324918408646,-62.95694564378684,-62.9963553085674,-63.03555497965421,-63.07455063980744,-63.113344883971045,-63.15193361850759,-63.19032435119816,-63.22851124729641,-63.26650047656491,-63.30429059623432,-63.341880428730505,-63.37927597362331,-63.416471459637194,-63.45346984864373,-63.49027327118371,-63.52688107787583,-63.563292686367674,-63.59950727055278,-63.63552526956295,-63.671345820633604,-63.70696871618669,-63.74239412843247,-63.77762231513552,-63.8126496431851,-63.84747794756046,-63.88210455558347
-62.72145642750965,-62.762831906640436,-62.8039484715594,-62.84482115961852,-62.885453495192465,-62.92583975385736,-62.96599944544436,-63.00593245829621,-63.04565201745845,-63.08516142342279,-63.12445671736571,-63.16354546789712,-63.20242198209848,-63.241092496171845,-63.27955568092593,-63.31781046262208,-63.35586291090449,-63.393707379147365,-63.43134690521448,-63.46878370295243,-63.50601721315241,-63.54304693555652,-63.57987211564153,-63.61649325232849,-63.65290952641314,-63.68912075338134,-63.725127105798215,-63.76092881215788,-63.79652206612013,-63.831908537157204,-63.8670850353447
